Channel,Video ID,Title,Published,Views,Likes,Comments,Duration,sentiment,confidence,positive_score,neutral_score,negative_score
CNN,EnYFg3u3IK8,Federal workers stand in line at a NYC food bank,2025-10-31T16:19:19Z,28653,971,318,PT1M17S,NEUTRAL,0.7971920371055603,0.06053737923502922,0.7971920371055603,0.14227059483528137
CNN,H1Gz3rP3LLI,FBI director says ‘potential terrorist attack’ over Halloween weekend was averted,2025-10-31T16:14:49Z,149451,1264,1887,PT9M20S,NEUTRAL,0.6758450865745544,0.02377082034945488,0.6758450865745544,0.3003840744495392
CNN,cFIyqAQISnI,Analysis: CNN looks at China-Japan relations as leaders meet,2025-10-31T15:09:01Z,44550,802,254,PT1M20S,NEUTRAL,0.9473082423210144,0.03917739912867546,0.9473082423210144,0.013514379970729351
CNN,3_gl4n34Xt4,Noem rejects Gov. Pritzker's plea to pause ICE operations for Halloween,2025-10-31T14:52:37Z,152218,3036,1885,PT51S,NEUTRAL,0.6616373062133789,0.016148820519447327,0.6616373062133789,0.32221388816833496
CNN,AdPgEETaXD8,Trump urges Republicans to abolish Senate filibuster,2025-10-31T14:33:41Z,119479,2258,570,PT1M52S,NEUTRAL,0.7172727584838867,0.05597403645515442,0.7172727584838867,0.22675326466560364
CNN,rWbUCKJ9JKM,Food banks scramble during looming SNAP cuts,2025-10-31T14:27:21Z,13474,401,119,PT1M39S,NEGATIVE,0.6307732462882996,0.022324303165078163,0.3469025194644928,0.6307732462882996
CNN,mpi_9J5YLC0,Virginia Giuffre's family reacts to Andrew being stripped of 'prince' title,2025-10-31T14:26:08Z,26441,444,388,PT9M20S,NEUTRAL,0.7188920974731445,0.02353893592953682,0.7188920974731445,0.25756901502609253
CNN,YhL60EnRsJU,Virginia Giuffre's brother responds to Andrew losing 'prince' title,2025-10-31T14:00:28Z,23292,523,88,PT1M4S,NEUTRAL,0.8770487308502197,0.026357993483543396,0.8770487308502197,0.09659326821565628
CNN,Q2eRdUEUZsQ,Baltimore police officer chases pedestrian with patrol vehicle,2025-10-31T12:59:48Z,38193,932,322,PT1M44S,NEUTRAL,0.7287870049476624,0.02535874769091606,0.7287870049476624,0.24585428833961487
CNN,iEzsov4MdKo,Trump calls on GOP to abolish filibuster to end shutdown,2025-10-31T12:17:28Z,858405,3260,2673,PT9M37S,NEUTRAL,0.7458555698394775,0.08832050859928131,0.7458555698394775,0.16582389175891876
CNN,s8RchjMWvh0,What Trump ate on his Asia trip,2025-10-31T11:18:09Z,51853,541,159,PT1M7S,NEUTRAL,0.8295454978942871,0.043510422110557556,0.8295454978942871,0.12694405019283295
CNN,5rOxK6ru7Hg,Ex-Trump official: Trump 'did not care' during last government shutdown,2025-10-31T11:18:04Z,123946,1078,1052,PT7M22S,NEGATIVE,0.5271666049957275,0.016389749944210052,0.4564436376094818,0.5271666049957275
CNN,WR8DsL0OvSU,Firefighters were told to leave site before Palisades fire exploded,2025-10-31T11:01:15Z,40477,326,168,PT9M29S,NEUTRAL,0.7532376646995544,0.025767836719751358,0.7532376646995544,0.2209945023059845
CNN,VIP8xnJlgqI,Living with incurable cancer | Chasing Life,2025-10-31T10:00:54Z,9350,201,28,PT30M5S,NEGATIVE,0.8269208073616028,0.011008468456566334,0.16207078099250793,0.8269208073616028
CNN,9gNqBbYwqr0,Skeletal remains decorate this crypt,2025-10-31T09:00:17Z,22726,818,67,PT1M33S,NEUTRAL,0.7821911573410034,0.03446216136217117,0.7821911573410034,0.1833467185497284
CNN,ksLSig37KV8,Jamaica in Crisis After Hurricane Melissa,2025-10-31T06:09:32Z,112995,1403,266,PT1M8S,NEGATIVE,0.5985230207443237,0.013833822682499886,0.3876431882381439,0.5985230207443237
CNN,SEDAgCEUWSQ,Billie Eilish calls out billionaires,2025-10-31T05:24:29Z,110471,3663,658,PT51S,NEUTRAL,0.616629958152771,0.3528899848461151,0.616629958152771,0.030480096116662025
CNN,Kbpn_XCZg24,Ancient Korean hat is Halloween's hottest item,2025-10-31T03:38:40Z,29461,1090,24,PT1M36S,POSITIVE,0.789461076259613,0.789461076259613,0.1977315992116928,0.012807302176952362
CNN,9n2MxrIG3k4,Some of Trump’s advisers blindsided as he declares plans for new US nuclear tests,2025-10-31T02:30:07Z,127164,1146,1173,PT10M42S,NEGATIVE,0.6154767274856567,0.015201263129711151,0.3693219721317291,0.6154767274856567
CNN,fQizraA8tFw,A closer look: Zohran Mamdani one-on-one with Anderson Cooper,2025-10-31T01:47:17Z,150349,1625,1468,PT5M41S,NEUTRAL,0.9268163442611694,0.06733173131942749,0.9268163442611694,0.005851949565112591
CNN,cEeBKwDcEUE,"What Melissa left behind: scenes from Black River, Jamaica",2025-10-31T01:30:27Z,51878,396,63,PT53S,NEUTRAL,0.9413871765136719,0.029711918905377388,0.9413871765136719,0.028900884091854095
CNN,NDng_X1_l0w,Why US-China deal is actually more of the same,2025-10-31T01:25:23Z,198209,3986,813,PT1M39S,NEUTRAL,0.544245183467865,0.024362675845623016,0.544245183467865,0.4313921630382538
CNN,QUdR5XtgUFs,Democrats unsatisfied with classified briefing about military strikes on alleged drug boats,2025-10-31T01:12:50Z,33092,683,231,PT1M38S,NEGATIVE,0.7925419807434082,0.007361250463873148,0.20009677112102509,0.7925419807434082
CNN,kDmWMtEq11A,“We should feed our kids”: Jeff Bridges talks with Jake Tapper about food aid at risk in shutdown,2025-10-31T00:30:44Z,26406,433,588,PT8M25S,NEUTRAL,0.8681589961051941,0.08976469188928604,0.8681589961051941,0.04207630082964897
CNN,2Su4lJi3y10,See kid costumes at this year's White House Halloween event,2025-10-31T00:11:50Z,72520,760,190,PT30S,NEUTRAL,0.8052845597267151,0.1802029013633728,0.8052845597267151,0.01451254915446043
CNN,fz2t3qMMcvU,Trump escalates his effort to reshape the story of January 6,2025-10-30T23:45:04Z,63973,723,865,PT11M35S,NEUTRAL,0.6135826706886292,0.024149907752871513,0.6135826706886292,0.362267404794693
CNN,jWAXWHY-wZE,Anderson Cooper asks Zohran Mamdani about experience,2025-10-30T23:33:37Z,688782,14416,1819,PT1M20S,NEUTRAL,0.9311367273330688,0.05041242763400078,0.9311367273330688,0.018450863659381866
CNN,a0Oz9rEziSo,NYC streets submerged as heavy rain pounds the city,2025-10-30T23:03:48Z,141317,2271,440,PT39S,NEGATIVE,0.5646874308586121,0.025391750037670135,0.4099208116531372,0.5646874308586121
CNN,y9KfBTFbOcc,Redistricting: Your Vote “On the Line”,2025-10-30T23:00:38Z,9453,198,22,PT2M1S,NEUTRAL,0.9393361210823059,0.03832828253507614,0.9393361210823059,0.022335633635520935
CNN,CyKQy53vA-A,"Overlooked and undercounted, New York City’s homeless youth fight to survive",2025-10-30T23:00:30Z,110358,2078,571,PT9M50S,NEUTRAL,0.6442685723304749,0.09302840381860733,0.6442685723304749,0.262703001499176
CNN,_ZIXxbJjO2k,"CNN is on the ground in Black River, Jamaica after Hurricane Melissa makes landfall",2025-10-30T22:51:37Z,82138,1558,150,PT51S,NEUTRAL,0.8442361950874329,0.02257726341485977,0.8442361950874329,0.13318651914596558
CNN,jP2zvEji3_4,Prince Andrew to be stripped of ‘prince’ title and evicted from royal mansion,2025-10-30T22:15:01Z,162153,1656,1251,PT10M15S,NEUTRAL,0.5882165431976318,0.016018962487578392,0.5882165431976318,0.39576447010040283
CNN,K7dfatdoQnM,Hear why Alzheimer’s researchers are studying the brains of London cab drivers,2025-10-30T21:30:07Z,9406,133,52,PT9M48S,NEUTRAL,0.8503208160400391,0.034266259521245956,0.8503208160400391,0.11541290581226349
CNN,riOSjxcshVk,"Black River, Jamaica residents search for resources after hurricane",2025-10-30T21:11:56Z,130392,1612,161,PT42S,NEUTRAL,0.7894746661186218,0.030979637056589127,0.7894746661186218,0.17954570055007935
CNN,CL3hR_tC68Y,Why the NYC mayoral race is front and center on a national scale,2025-10-30T20:00:09Z,39022,526,336,PT4M26S,NEUTRAL,0.7160218358039856,0.17012543976306915,0.7160218358039856,0.11385279148817062
CNN,Aovv0oFv-qc,Why is the US restarting nuclear weapon testing?,2025-10-30T19:05:02Z,104832,2257,959,PT1M53S,NEUTRAL,0.4957874119281769,0.012595217674970627,0.4957874119281769,0.491617351770401
CNN,RGFnZ5_lJG0,Jeffries responds to Johnson calling him and Schumer 'irredeemable',2025-10-30T19:04:47Z,127205,1736,1525,PT13M56S,NEUTRAL,0.5953153967857361,0.025987794622778893,0.5953153967857361,0.37869682908058167
CNN,9PI84uBjSEI,Ultra-orthodox Israelis protest against military draft,2025-10-30T18:42:53Z,79125,3020,1256,PT2M23S,NEGATIVE,0.6544603109359741,0.01092691719532013,0.3346126973628998,0.6544603109359741
CNN,NdDtwqR8yfQ,Judge indicates she'll intervene in fight over SNAP food assistance money,2025-10-30T18:37:34Z,329062,3347,3415,PT5M50S,NEUTRAL,0.8812762498855591,0.06132569909095764,0.8812762498855591,0.057398077100515366
CNN,Rpi9QDpuj4Y,Crop and home devastation in Cuba from Hurricane Melissa,2025-10-30T18:25:35Z,26795,627,66,PT1M30S,NEGATIVE,0.8053556680679321,0.011563735082745552,0.18308059871196747,0.8053556680679321
CNN,lB6o5Knlo0o,‘Incredibly strong case’: Areva Martin on states suing Trump admin,2025-10-30T17:50:45Z,24782,305,469,PT8M57S,NEUTRAL,0.5488236546516418,0.43483486771583557,0.5488236546516418,0.016341455280780792
CNN,BEe0_bVU1u4,Teacher recounts moment she was shot by 6-year-old student,2025-10-30T17:47:24Z,29237,581,119,PT58S,NEUTRAL,0.6823294758796692,0.022684702649712563,0.6823294758796692,0.2949858009815216
CNN,p1kHbU4CnRk,Video shows wounded teacher after being shot by 6-year-old student,2025-10-30T17:32:39Z,29884,561,131,PT1M21S,NEGATIVE,0.6566437482833862,0.011311229318380356,0.3320450484752655,0.6566437482833862
CNN,zVQQSptDKTc,Teacher shot by her 6-year-old student takes the stand in civil trial,2025-10-30T17:17:55Z,30756,374,299,PT5M31S,NEUTRAL,0.5504875779151917,0.020154403522610664,0.5504875779151917,0.42935800552368164
CNN,VNgxrGZ38sI,Zoo animals get pumpkins for Halloween,2025-10-30T17:11:15Z,19509,509,32,PT57S,NEUTRAL,0.6610418558120728,0.31774380803108215,0.6610418558120728,0.021214323118329048
CNN,3MOvghdAA70,Judge notices officer isn't wearing pants,2025-10-30T16:30:25Z,92096,1710,189,PT32S,NEUTRAL,0.6426531672477722,0.031923066824674606,0.6426531672477722,0.3254237473011017
CNN,AXgt0AI7ZSk,Trump says US will resume nuclear testing,2025-10-30T15:51:55Z,34777,371,238,PT22S,NEUTRAL,0.8843045234680176,0.04690760746598244,0.8843045234680176,0.06878788024187088
CNN,DPixCH01AoQ,Five new arrests in $102 million Louvre jewels heist,2025-10-30T15:46:27Z,318216,1964,582,PT5M44S,NEUTRAL,0.6701202392578125,0.029449382796883583,0.6701202392578125,0.30043038725852966
CNN,bMh4_moZGjw,Asian leaders flatter Trump with expensive gifts,2025-10-30T15:25:05Z,29157,270,223,PT52S,NEUTRAL,0.6276836395263672,0.19029349088668823,0.6276836395263672,0.18202289938926697
CNN,7EkA7FuxXtc,Student questions JD Vance on immigration,2025-10-30T15:24:29Z,59679,896,370,PT1M50S,NEUTRAL,0.9344609379768372,0.033887095749378204,0.9344609379768372,0.031651973724365234
CNN,fNxxh_QSkk4,Why Latinos could swing the New Jersey Governor's race,2025-10-30T14:37:09Z,35822,655,455,PT1M35S,NEUTRAL,0.8459950089454651,0.047810569405555725,0.8459950089454651,0.10619443655014038
CNN,YWbNjQllfH4,‘He’s basically reset the clock to January’: David Sanger reacts to Trump’s trade deal with China,2025-10-30T14:29:01Z,156766,867,1099,PT8M51S,NEUTRAL,0.8818055987358093,0.10816361010074615,0.8818055987358093,0.010030824691057205
CNN,r8zcZofAWIA,Recapping Trump’s whirlwind Asia tour,2025-10-30T14:11:14Z,17280,190,92,PT1M35S,NEUTRAL,0.8889834880828857,0.07846276462078094,0.8889834880828857,0.03255380690097809
CNN,Xhg90q8hgJ0,Four-time governor: ‘This was not even a problem until Trump started it’,2025-10-30T14:01:03Z,32348,396,258,PT10M4S,NEGATIVE,0.6525301337242126,0.02288489043712616,0.3245849907398224,0.6525301337242126
CNN,l7KFKCzCeuo,'We have nothing' after Hurricane Melissa says resident,2025-10-30T13:03:19Z,29776,640,104,PT51S,NEGATIVE,0.6845081448554993,0.015262516215443611,0.30022937059402466,0.6845081448554993
CNN,irCjjt-L88o,Analysis: How the Trump-Xi meeting went,2025-10-30T12:48:07Z,31778,438,122,PT1M22S,NEUTRAL,0.9445727467536926,0.03205205872654915,0.9445727467536926,0.023375188931822777
CNN,ccpRvibE1pc,Testimony underway in $40 million lawsuit over a 6-year-old student shooting a teacher,2025-10-30T12:30:46Z,35127,209,269,PT4M19S,NEGATIVE,0.5103951096534729,0.014795908704400063,0.47480902075767517,0.5103951096534729
CNN,5n277vOwfEw,Trump instructs Pentagon to start testing nuclear weapons,2025-10-30T11:46:10Z,211209,1780,2200,PT8M22S,NEUTRAL,0.7100199460983276,0.0375998318195343,0.7100199460983276,0.25238022208213806
CNN,YDLeXzyGGZ8,Max Boot: Trump talks to Xi like arsonist saying he's going to put out the fire,2025-10-30T11:05:48Z,43938,351,419,PT6M54S,NEUTRAL,0.7987324595451355,0.03600766882300377,0.7987324595451355,0.16525986790657043
CNN,9c_3ohKbgCk,Sean ‘Diddy’ Combs hopes for presidential pardon from Trump,2025-10-30T10:30:10Z,35681,184,239,PT3M38S,NEUTRAL,0.7748075127601624,0.2092990279197693,0.7748075127601624,0.01589343138039112
CNN,mt1caFWxeSY,Trump ignores reporter’s question on nuclear testing,2025-10-30T10:17:16Z,85224,1029,373,PT46S,NEUTRAL,0.5473867654800415,0.02053762972354889,0.5473867654800415,0.4320756196975708
CNN,Tl4KGtcObYU,Horror used to be escapism. Now it’s a mirror | The Assignment,2025-10-30T10:00:51Z,2922,31,14,PT43M53S,NEUTRAL,0.608973503112793,0.08834610134363174,0.608973503112793,0.30268043279647827
CNN,Xy9U4ks8s54,Fans react after Blue Jays beat Dodgers in World Series Game 5,2025-10-30T08:48:03Z,157159,1135,275,PT42S,NEUTRAL,0.8301852941513062,0.16357406973838806,0.8301852941513062,0.006240617949515581
CNN,A66wNc2kar8,Trump and Xi exchange warm greetings in South Korea,2025-10-30T07:09:42Z,30346,272,134,PT1M,POSITIVE,0.5891250967979431,0.5891250967979431,0.4048410952091217,0.006033814046531916
CNN,q09JJTCLFak,Jeffries responds to Johnson calling him and Schumer ‘irredeemable’,2025-10-30T05:39:56Z,200852,6152,1178,PT1M59S,NEUTRAL,0.5472720861434937,0.024856260046362877,0.5472720861434937,0.4278716742992401
CNN,qWdP8VifO9c,Bill de Blasio on imposter who duped newspaper with Mamdani attack,2025-10-30T03:57:57Z,50485,1466,151,PT2M22S,NEGATIVE,0.5699629187583923,0.01535831205546856,0.4146787226200104,0.5699629187583923
CNN,8fNXPMCWjXU,Satellite imagery points to possible mass killings in Sudan,2025-10-30T01:46:10Z,76779,1116,240,PT1M34S,NEGATIVE,0.5748078227043152,0.011781648732721806,0.413410484790802,0.5748078227043152
CNN,Ca2lXzEZ-fE,Video shows massive impact of Melissa across Jamaica,2025-10-30T01:26:36Z,183403,1186,255,PT48S,NEUTRAL,0.7984588742256165,0.15763087570667267,0.7984588742256165,0.043910276144742966
CNN,7OxqJfGuGFs,'It really was a surreal feeling': Bill de Blasio reacts to impersonator criticizing Mamdani,2025-10-30T00:32:15Z,90334,478,310,PT6M21S,NEUTRAL,0.570848286151886,0.3886272609233856,0.570848286151886,0.04052445665001869
CNN,S0yCmq5Q7Dw,DNA leads to arrests in Louvre heist ... but still no jewels,2025-10-30T00:25:29Z,24991,224,7,PT46S,NEUTRAL,0.5539714097976685,0.02369576320052147,0.5539714097976685,0.4223328232765198
CNN,bS2Jo8m9kz0,IBM CEO wants college grads to know: ‘I’m hiring!’,2025-10-29T23:08:14Z,35676,475,61,PT1M31S,POSITIVE,0.6386622190475464,0.6386622190475464,0.3561801314353943,0.0051576485857367516
CNN,ZlLRbBLG5s4,'My emergency fund is gone': Federal workers struggling as shutdown drags on,2025-10-29T22:50:40Z,32931,1164,391,PT1M27S,NEGATIVE,0.8404299020767212,0.009534750133752823,0.15003539621829987,0.8404299020767212
CNN,vQdl2leJLX8,Jamaican mayor on destruction: 'Catastrophic is a mild term',2025-10-29T22:24:43Z,597392,3738,726,PT8M33S,NEGATIVE,0.7628695964813232,0.010366573929786682,0.22676381468772888,0.7628695964813232
CNN,S9Dmvd7nCeA,Thune erupts on Senate floor as frustrations mount over shutdown,2025-10-29T22:17:59Z,163745,1754,1719,PT1M7S,NEGATIVE,0.7793760299682617,0.010404565371572971,0.2102193683385849,0.7793760299682617
CNN,de2ArDJTy08,Video shows crowded chaos in Yosemite after budget cuts,2025-10-29T21:00:19Z,55577,1639,217,PT2M10S,NEGATIVE,0.6726131439208984,0.011000268161296844,0.3163865804672241,0.6726131439208984
CNN,Kw-TsR7D6NY,US Navy's Blue Angels fly over DC,2025-10-29T20:58:39Z,16252,247,95,PT54S,NEUTRAL,0.8525517582893372,0.14291058480739594,0.8525517582893372,0.00453769788146019
CNN,69ZqK1xIMh0,Bill Gates & Americans on climate change: Harry Enten runs the numbers,2025-10-29T20:15:00Z,39985,415,779,PT3M27S,NEUTRAL,0.9186738729476929,0.04600369557738304,0.9186738729476929,0.035322364419698715
CNN,E4Yxf_0MuFg,All the ways Melissa made records,2025-10-29T20:12:32Z,21765,363,37,PT1M24S,POSITIVE,0.5990592241287231,0.5990592241287231,0.3857918977737427,0.015148845501244068
CNN,gHKZyaubPt8,Millions of Americans may lose food assistance Saturday,2025-10-29T19:30:07Z,44590,692,1438,PT7M35S,NEGATIVE,0.7388754487037659,0.011873636394739151,0.24925093352794647,0.7388754487037659
CNN,RlsJK5Ciybs,Fed cuts rates for second-straight time to lowest level in three years,2025-10-29T18:37:52Z,74307,586,387,PT7M46S,NEUTRAL,0.50294429063797,0.0322495773434639,0.50294429063797,0.46480610966682434
Fox News,2rSh-RYdYT8,WATCH: Reporter asks Trump about resuming underground nuclear detonation tests #trump #shorts #usa,2025-10-31T23:45:01Z,53089,1949,198,PT20S,NEUTRAL,0.773422360420227,0.02174179069697857,0.773422360420227,0.20483584702014923
Fox News,fGNY74caKRU,New Jersey gubernatorial candidate Jack Ciattarelli holds a rally,2025-10-31T23:26:25Z,14745,481,99,PT3M6S,NEUTRAL,0.9147788286209106,0.07984305173158646,0.9147788286209106,0.00537808146327734
Fox News,NVpH8eTRIKs,These people are WORSE than jihadists: Sen. John Kennedy,2025-10-31T23:15:02Z,222383,6251,1779,PT6M30S,NEGATIVE,0.8731057643890381,0.008138681761920452,0.11875554174184799,0.8731057643890381
Fox News,IohDP2Ov-ts,Introducing the Fox News Wine Shop! Taste America's top wines from across the country 🍷,2025-10-31T23:15:01Z,11601,167,19,PT1M13S,POSITIVE,0.7900823950767517,0.7900823950767517,0.20755185186862946,0.002365787047892809
Fox News,g70mFCUfqJ8,"'You got some pants on, officer?': Police officer leaves judge STUNNED #shorts #foxnews #us #news",2025-10-31T22:45:06Z,71095,1142,85,PT34S,NEUTRAL,0.7181154489517212,0.12607356905937195,0.7181154489517212,0.15581098198890686
Fox News,X1ann6MS6G8,'The Five': Trump spooks DC,2025-10-31T22:30:06Z,499492,9558,1398,PT10M26S,NEUTRAL,0.8002421259880066,0.04448913037776947,0.8002421259880066,0.15526874363422394
Fox News,zGkQDFZ9KGw,WATCH: Floodwaters rush streets in NY as heavy rain triggers flash flood warnings #shorts #usa #nyc,2025-10-31T22:15:04Z,83673,906,213,PT9S,NEUTRAL,0.549121081829071,0.020410925149917603,0.549121081829071,0.4304679334163666
Fox News,lPc876hjILs,CITY UNDERWATER: Flash floods transform NY streets into rushing rivers #shorts #usa #weather #ny,2025-10-31T21:45:05Z,24969,414,53,PT22S,NEGATIVE,0.5997398495674133,0.015652069821953773,0.38460808992385864,0.5997398495674133
Fox News,Qdeyz71aiZE,'SHAMEFUL': Noem DENIES Halloween ICE request,2025-10-31T21:45:01Z,211939,4395,1370,PT7M10S,NEGATIVE,0.854400634765625,0.006040618754923344,0.13955871760845184,0.854400634765625
Fox News,Ei0K8DAFeeo,"Trump: This is largely Democrats, they're hurting their own people #trump #shorts",2025-10-31T21:15:02Z,90608,3993,287,PT18S,NEGATIVE,0.9317159652709961,0.005686658900231123,0.0625973716378212,0.9317159652709961
Fox News,Jj1bospnQPc,'APPALLING': Military families in crisis as shutdown hits one month,2025-10-31T21:00:19Z,26072,521,558,PT4M23S,NEGATIVE,0.6832847595214844,0.012995988130569458,0.30371928215026855,0.6832847595214844
Fox News,PFnJnFEy44w,TREATS AND TROLLS: President Trump hands out candy — and a little comedy #shorts,2025-10-31T20:45:01Z,40197,921,73,PT26S,NEUTRAL,0.7373594641685486,0.20643967390060425,0.7373594641685486,0.05620087683200836
Fox News,w7oIewBrGCY,CITY SWAMPED: Torrential rain pounds one of America’s biggest cities #shorts,2025-10-31T20:15:08Z,31930,490,111,PT22S,NEGATIVE,0.4842127859592438,0.05237459018826485,0.4634126126766205,0.4842127859592438
Fox News,_-uCD7MWnLg,"WARNING for Schumer: Republicans made this mistake and gained NOTHING, McCarthy says",2025-10-31T20:15:05Z,521537,6949,2033,PT7M29S,NEGATIVE,0.8921017050743103,0.007979127578437328,0.09991924464702606,0.8921017050743103
Fox News,Upv21UlqUos,President Trump: Our country is respected again #shorts #trump #usnews,2025-10-31T19:45:01Z,46716,1824,223,PT12S,POSITIVE,0.9078957438468933,0.9078957438468933,0.08653142303228378,0.00557281170040369
Fox News,aSXXT3Gye-I,SHOCKING: Kamala Harris leaves podcast host STUNNED,2025-10-31T19:30:00Z,276039,3934,1206,PT5M29S,POSITIVE,0.5838376879692078,0.5838376879692078,0.36260056495666504,0.053561754524707794
Fox News,t0IBEt_r_gc,SEE IT: Military families line up at food banks as shutdown drags on #foxnews #news #us #fox,2025-10-31T19:01:08Z,37151,1282,251,PT41S,NEUTRAL,0.7856969237327576,0.04593288525938988,0.7856969237327576,0.16837014257907867
Fox News,l7QKAgI4UT0,'CRAZED LUNATICS': Trump doesn't hold back on government shutdown,2025-10-31T18:45:06Z,78073,1473,1340,PT2M30S,NEUTRAL,0.5784749984741211,0.03466959297657013,0.5784749984741211,0.3868553638458252
Fox News,7Aga0kBvL2w,"'BEYOND PARODY': JK Rowling, Piers Morgan TORCH magazine cover #shorts #us #usnews #fox",2025-10-31T18:30:11Z,28178,992,150,PT1M6S,NEUTRAL,0.925996720790863,0.04383578151464462,0.925996720790863,0.03016745112836361
Fox News,k-o8jppypwc,Cuomo: What's happening right now is TELLING,2025-10-31T18:01:04Z,106714,1869,1172,PT9M22S,NEUTRAL,0.8670909404754639,0.0786157101392746,0.8670909404754639,0.05429336428642273
Fox News,LNBzCDbI_aE,Trump back from Asia as shutdown blame game continues | Brian Kilmeade Show,2025-10-31T17:55:59Z,40270,662,190,PT53M21S,NEUTRAL,0.5875301361083984,0.018625283613801003,0.5875301361083984,0.3938446044921875
Fox News,narl7mrJWrc,'I'M LOVIN' IT: Halloween costume nails iconic Trump moment #shorts,2025-10-31T17:21:09Z,30569,1162,73,PT36S,POSITIVE,0.9546603560447693,0.9546603560447693,0.040879346430301666,0.004460326861590147
Fox News,4RaKFzOoYv4,BREAKING: Anti-ICE protesters gather at facility near Chicago,2025-10-31T17:15:01Z,81009,1683,1015,PT8M19S,NEUTRAL,0.522767186164856,0.012074419297277927,0.522767186164856,0.4651584327220917
Fox News,a3SibBhcvIU,Think you have a high Fox News IQ? Prove it.,2025-10-31T17:00:01Z,11757,164,21,PT15S,NEUTRAL,0.4931860864162445,0.06933179497718811,0.4931860864162445,0.4374820590019226
Fox News,GO-dG-Kz-WE,BLM under DOJ investigation over MILLIONS in misused funds #shorts #foxnews #usnews #blm #protests,2025-10-31T16:57:44Z,44357,2183,221,PT34S,NEGATIVE,0.7417746782302856,0.00784238986670971,0.2503829896450043,0.7417746782302856
Fox News,w91fdwJFMIM,Even CNN hosts are noticing this: Ainsley Earhardt,2025-10-31T16:30:33Z,159024,2814,588,PT5M34S,NEUTRAL,0.8053721189498901,0.08431217074394226,0.8053721189498901,0.11031567305326462
Fox News,rFExNxjBzzI,Mike Johnson says Dems are 'AFRAID' of Schumer: 'There'll be a price to pay',2025-10-31T15:45:05Z,431066,5621,2313,PT10M34S,NEUTRAL,0.7058261036872864,0.05122428759932518,0.7058261036872864,0.24294959008693695
Fox News,adWIi_Cl5w4,'My job is to look out for people of the US': Vance challenged on immigration crackdown,2025-10-31T15:00:03Z,26528,767,546,PT4M38S,NEUTRAL,0.8668171167373657,0.09003040194511414,0.8668171167373657,0.04315243288874626
Fox News,M5o7TKIi7RQ,"Mike Johnson, Sec. Rollins speak as SNAP benefits set to expire",2025-10-31T14:37:21Z,377418,5900,2157,PT35M,NEUTRAL,0.8944710493087769,0.028677143156528473,0.8944710493087769,0.07685176283121109
Fox News,oTISJFARD40,'People are NOT LEVERAGE': Dems blasted for 'hypocrisy' as veterans face shutdown pains,2025-10-31T14:15:14Z,34152,678,608,PT3M58S,NEGATIVE,0.8601189851760864,0.006087574642151594,0.1337934136390686,0.8601189851760864
Fox News,fVnsJV2pn1g,'CHAOS': Founder of NYC bodega group RESIGNS after Mamdani endorsement,2025-10-31T13:30:44Z,89986,1864,1056,PT4M23S,NEUTRAL,0.6267269253730774,0.02485380508005619,0.6267269253730774,0.34841927886009216
Fox News,unJm0TNW2aI,WATCH: Man ON FIRE saved by police #shorts,2025-10-31T13:15:18Z,43383,1168,111,PT31S,NEUTRAL,0.8032352924346924,0.04786252602934837,0.8032352924346924,0.14890214800834656
Fox News,Sr-dygYzDjg,'REALLY?!': Kamala Harris SHOCKS Jon Stewart #shorts,2025-10-31T13:01:08Z,91856,1822,433,PT37S,NEGATIVE,0.5910143256187439,0.0420634001493454,0.3669222593307495,0.5910143256187439
Fox News,tzNA-wHG82k,NEW: Russia WARNS US over Trump's nuclear testing order,2025-10-31T12:45:10Z,835052,8418,4599,PT6M36S,NEGATIVE,0.5270681977272034,0.012743615545332432,0.4601881802082062,0.5270681977272034
Fox News,O4_nFbihPNU,Two dead after floodwaters rip through NYC #foxnews #news #us #fox #nyc #newyork,2025-10-31T12:41:19Z,70210,922,94,PT23S,NEGATIVE,0.5284363031387329,0.01650230959057808,0.4550613760948181,0.5284363031387329
Fox News,rHJLy69GkW8,Trump tells Republicans to nuke the filibuster: 'Play the TRUMP CARD',2025-10-31T11:59:56Z,598018,10051,5115,PT6M53S,NEUTRAL,0.7019070982933044,0.07254240661859512,0.7019070982933044,0.2255505621433258
Fox News,dPAvw_ML32w,Perino: Listening to that was really infuriating,2025-10-31T11:01:30Z,89340,1968,894,PT6M28S,NEGATIVE,0.9393295049667358,0.0056963651441037655,0.054974157363176346,0.9393295049667358
Fox News,wUSlYv472R4,'DIDN'T DO SQUAT!': Bessent slams Dem leaders,2025-10-31T10:15:10Z,248835,6939,1377,PT14M32S,NEGATIVE,0.7697007060050964,0.013870655559003353,0.21642862260341644,0.7697007060050964
Fox News,oYyiUC_nAkg,"BEHIND THE SCENES of Trump, Xi: Lutnick pulls back the curtain on high-stakes meeting",2025-10-31T09:30:39Z,47139,1967,609,PT4M20S,NEUTRAL,0.9138250946998596,0.03068550117313862,0.9138250946998596,0.05548941344022751
Fox News,ziy8OQw9YK8,"Fox News Highlights - October 30th, 2025",2025-10-31T08:45:08Z,512610,4829,675,PT37M47S,NEUTRAL,0.9355571866035461,0.05613040551543236,0.9355571866035461,0.008312459103763103
Fox News,bMUyEwy8zIw,"Cutting off paychecks isn't the way to win, expert says",2025-10-31T08:00:53Z,34468,619,375,PT4M26S,NEGATIVE,0.7536295652389526,0.011114483699202538,0.2352558821439743,0.7536295652389526
